MDVP:Fo(Hz),MDVP:Fhi(Hz),MDVP:Flo(Hz),MDVP:Jitter(%),MDVP:Jitter(Abs),MDVP:RAP,MDVP:PPQ,Jitter:DDP,MDVP:Shimmer,MDVP:Shimmer(dB),Shimmer:APQ3,Shimmer:APQ5,MDVP:APQ,Shimmer:DDA,HNR,
137.977782,498.9722794,75.1703193,0.024157141,0.000175758,0.011366059,0.012316828,0.034098176,0.113594343,1.085350055,0.040891654,0.060631713,0.110241786,0.122674962,11.84981968,
